14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
20-03-426-005-0000,643,E,46TH,ST,3617,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"643 E 46TH ST
CHICAGO, IL
(41.81128259900049, -87.60975073699967)"
20-03-223-001-0000,4235,S,VINCENNES,AVE,5527,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"4235 S VINCENNES AVE
CHICAGO, IL
"
20-03-225-040-0000,4238,S,LANGLEY,AVE,3372,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4238 S LANGLEY AVE
CHICAGO, IL
(41.81742887000047, -87.60921722999967)"
20-03-224-027-0000,613,E,42ND,ST,1710,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"613 E 42ND ST
CHICAGO, IL
(41.81849357800047, -87.61101939999969)"
20-03-225-015-0000,4239,S,CHAMPLAIN,AVE,2420,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4239 S CHAMPLAIN AVE
CHICAGO, IL
(41.81743100900047, -87.61035965899964)"
20-03-425-008-0000,4633,S,ST LAWRENCE,AVE,2564,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"4633 S ST LAWRENCE AVE
CHICAGO, IL
(41.81025061200046, -87.61141626499966)"
20-02-300-009-0000,4325,S,COTTAGE GROVE,AVE,7211,4,KENWOOD,B1-1,43rd/Cottage Grove,"4325 S COTTAGE GROVE AVE
CHICAGO, IL
(41.81596201500048, -87.60666377399968)"
20-03-201-064-0000,3927,S,VINCENNES,AVE,2065,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"3927 S VINCENNES AVE
CHICAGO, IL
(41.823162624000474, -87.61272477699964)"
20-03-425-028-0000,606,E,47TH,ST,3835,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"606 E 47TH ST
CHICAGO, IL
(41.809497714000486, -87.61107125199965)"
20-03-425-013-0000,4614,S,CHAMPLAIN,AVE,2816,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4614 S CHAMPLAIN AVE
CHICAGO, IL
(41.810790574000464, -87.61025774099966)"
20-03-401-037-0000,4338,S,FORRESTVILLE,AVE,2436,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4338 S FORRESTVILLE AVE
CHICAGO, IL
(41.81551953900049, -87.61282732899969)"
20-03-420-015-0000,4543,S,EVANS,AVE,6504,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4543 S EVANS AVE
CHICAGO, IL
(41.81183357500049, -87.60818834099967)"
20-03-404-008-0000,4319,S,CHAMPLAIN,AVE,7629,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4319 S CHAMPLAIN AVE
CHICAGO, IL
(41.81609107000048, -87.61033379099968)"
20-03-425-030-0000,614,E,47TH,ST,7670,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"614 E 47TH ST
CHICAGO, IL
(41.80897803500045, -87.64138087199967)"
20-03-426-010-0000,4617,S,CHAMPLAIN,AVE,3230,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4617 S CHAMPLAIN AVE
CHICAGO, IL
(41.81088469200046, -87.61017670599966)"
20-03-201-058-0000,3907,S,VINCENNES,AVE,4921,4,GRAND BOULEVARD,B3-3,43rd/Cottage Grove,"3907 S VINCENNES AVE
CHICAGO, IL
(41.82353250600045, -87.61265563999967)"
20-03-427-004-0000,4611,S,LANGLEY,AVE,3012,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4611 S LANGLEY AVE
CHICAGO, IL
(41.8109984890005, -87.60896267499965)"
20-03-420-032-0000,4540,S,COTTAGE GROVE,AVE,6492,4,GRAND BOULEVARD,B1-1,43rd/Cottage Grove,"4540 S COTTAGE GROVE AVE
CHICAGO, IL
(41.812013899000476, -87.60666047899969)"
20-03-223-027-0000,542,E,43RD,ST,3056,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"542 E 43RD ST
CHICAGO, IL
(41.816758242000446, -87.61242057399966)"
20-03-405-016-0000,4341,S,LANGLEY,AVE,2669,4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4341 S LANGLEY AVE
CHICAGO, IL
(41.81602683900047, -87.6091082539997)"
20-03-201-055-0000,641,E,PERSHING,RD,16929,4,GRAND BOULEVARD,B3-3,43rd/Cottage Grove,"641 E PERSHING RD
CHICAGO, IL
(41.82388280000049, -87.61095026199968)"
20-03-425-002-0000,4613,S,ST LAWRENCE,AVE,11550,4,GRAND BOULEVARD,RM-5,43rd/Cottage Grove,"4613 S ST LAWRENCE AVE
CHICAGO, IL
(41.81093409800047, -87.61143460799968)"
20-03-418-053-0000,4558,S,CHAMPLAIN,AVE,1969,3,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4558 S CHAMPLAIN AVE
CHICAGO, IL
(41.811608426000475, -87.60989026699968)"
20-03-212-038-0000,444,E,BOWEN,AVE,2423,3,GRAND BOULEVARD,RT-4,41st/King,"444 E BOWEN AVE
CHICAGO, IL
(41.81937853000045, -87.61488069499967)"
20-03-209-059-0000,4016,S,VINCENNES,AVE,3236,3,GRAND BOULEVARD,RT-4,41st/King,"4016 S VINCENNES AVE
CHICAGO, IL
(41.82102632200048, -87.61325199299966)"
20-03-209-056-0000,4008,S,VINCENNES,AVE,3238,3,GRAND BOULEVARD,RT-4,41st/King,"4008 S VINCENNES AVE
CHICAGO, IL
(41.8210917130005, -87.61323808599968)"
20-03-209-057-0000,4010,S,VINCENNES,AVE,3236,3,GRAND BOULEVARD,RT-4,41st/King,"4010 S VINCENNES AVE
CHICAGO, IL
(41.82107536500047, -87.61324156299969)"
20-03-209-058-0000,4014,S,VINCENNES,AVE,3238,3,GRAND BOULEVARD,RT-4,41st/King,"4014 S VINCENNES AVE
CHICAGO, IL
(41.82104267000045, -87.61324851699965)"
17-33-303-001-0000,3501,S,LOWE,AVE,5969,11,BRIDGEPORT,RS-3,35th/Wallace,"3501 S LOWE AVE
CHICAGO, IL
(41.830704323000475, -87.64239877799969)"
17-32-213-005-0000,3239,S,MORGAN,ST,2992,11,BRIDGEPORT,RS-3,35th/Halsted,"3239 S MORGAN ST
CHICAGO, IL
(41.83521088300046, -87.65103353799964)"
17-33-100-019-0000,3159,S,HALSTED,ST,2931,11,BRIDGEPORT,B1-2,35th/Halsted,"3159 S HALSTED ST
CHICAGO, IL
(41.83634127100049, -87.64621354299965)"
20-06-200-074-0000,0,,,,137773,12,NEW CITY,,35th/Halsted,
17-32-215-043-0000,3200,S,HALSTED,ST,53266,11,BRIDGEPORT,PD 1045,35th/Halsted,"3200 S HALSTED ST
CHICAGO, IL
(41.940187213000456, -87.64928667899966)"
17-33-100-014-0000,3147,S,HALSTED,ST,3114,11,BRIDGEPORT,B1-2,35th/Halsted,"3147 S HALSTED ST
CHICAGO, IL
(41.83669156400049, -87.64622391299969)"
17-32-404-019-0000,3520,S,HALSTED,,3902,11,BRIDGEPORT,B3-3,35th/Halsted,"3520 S HALSTED
CHICAGO, IL
(41.83005096500045, -87.64612712199965)"
17-33-100-017-0000,3153,S,HALSTED,ST,3116,11,BRIDGEPORT,B1-2,35th/Halsted,"3153 S HALSTED ST
CHICAGO, IL
(41.83645189000049, -87.64621354299965)"
17-33-118-006-0000,3415,S,HALSTED,,3146,11,BRIDGEPORT,B1-2,35th/Halsted,"3415 S HALSTED
CHICAGO, IL
(41.83205132600045, -87.64610407599969)"
17-33-118-013-0000,3435,S,HALSTED,ST,3139,11,BRIDGEPORT,B1-3,35th/Halsted,"3435 S HALSTED ST
CHICAGO, IL
(41.83148209900048, -87.64608333499967)"
17-32-300-107-0000,3500,S,RACINE,AVE,206853,11,BRIDGEPORT,PMD 8,35th/Halsted,"3500 S RACINE AVE
CHICAGO, IL
(41.82969030000049, -87.65574752199967)"
17-32-404-026-0000,3518,S,HALSTED,ST,14283,11,BRIDGEPORT,B3-3,35th/Halsted,"3518 S HALSTED ST
CHICAGO, IL
(41.83012010100049, -87.64612712199965)"
17-32-300-033-0000,3620,S,LOOMIS,PL,29347,11,MCKINLEY PARK,PMD 8,35th/Halsted,"3620 S LOOMIS PL
CHICAGO, IL
(41.82797910300047, -87.66127972799967)"
17-27-108-001-0000,2301,S,STATE,ST,4301,3,NEAR SOUTH SIDE,DX-3,24th/Michigan,"2301 S STATE ST
CHICAGO, IL
(41.850973180000494, -87.62700121099965)"
17-27-108-003-0000,5,E,23RD,ST,2154,3,NEAR SOUTH SIDE,DX-3,24th/Michigan,"5 E 23RD ST
CHICAGO, IL
(41.85103569400047, -87.62679903899965)"
17-28-226-010-0000,2435,S,FEDERAL,ST,22925,3,NEAR SOUTH SIDE,M1-3,24th/Michigan,"2435 S FEDERAL ST
CHICAGO, IL
(41.87754240100048, -87.62974731699967)"
17-27-108-002-0000,5,E,23RD,ST,2151,3,NEAR SOUTH SIDE,DX-3,24th/Michigan,"5 E 23RD ST
CHICAGO, IL
(41.85103569400047, -87.62679903899965)"
17-27-108-013-0000,2319,S,STATE,ST,7470,3,NEAR SOUTH SIDE,DX-3,24th/Michigan,"2319 S STATE ST
CHICAGO, IL
(41.8504197850005, -87.62698943599969)"
17-28-226-001-0000,2401,S,FEDERAL,ST,31124,3,NEAR SOUTH SIDE,M1-3,24th/Michigan,"2401 S FEDERAL ST
CHICAGO, IL
(41.87754240100048, -87.62974731699967)"
17-28-226-007-0000,2440,S,DEARBORN,,19873,3,NEAR SOUTH SIDE,M1-3,24th/Michigan,"2440 S DEARBORN
CHICAGO, IL
(41.84785026200046, -87.62820798699966)"
17-28-226-005-0000,2420,S,DEARBORN,ST,23755,3,NEAR SOUTH SIDE,M1-3,24th/Michigan,"2420 S DEARBORN ST
CHICAGO, IL
(41.84838031100048, -87.62821720499966)"
26-30-405-037-0000,12701,S,CARONDOLET,AVE,5513,10,SOUTH DEERING,RS-2,126th/Torrence,"12701 S CARONDOLET AVE
CHICAGO, IL
(41.664540891000456, -87.54950973099966)"
26-30-401-041-0000,12650,S,BALTIMORE,AVE,6210,10,SOUTH DEERING,RS-2,126th/Torrence,"12650 S BALTIMORE AVE
CHICAGO, IL
(41.733379184000455, -87.54856622199969)"
26-30-301-012-0000,12617,S,SAGINAW,AVE,3119,10,HEGEWISCH,RS-2,126th/Torrence,"12617 S SAGINAW AVE
CHICAGO, IL
(41.665940684000475, -87.55802365399967)"
26-30-402-018-0000,12601,S,BALTIMORE,AVE,59458,10,SOUTH DEERING,RS-2,126th/Torrence,"12601 S BALTIMORE AVE
CHICAGO, IL
(41.733379184000455, -87.54856622199969)"
26-30-405-039-0000,12715,S,CARONDOLET,AVE,58378,10,SOUTH DEERING,RS-2,126th/Torrence,"12715 S CARONDOLET AVE
CHICAGO, IL
(41.664242990000446, -87.54950773799965)"
26-30-406-021-0000,12751,S,CARONDOLET,AVE,9799,10,SOUTH DEERING,RS-2,126th/Torrence,"12751 S CARONDOLET AVE
CHICAGO, IL
(41.663476956000466, -87.54950261399966)"
26-30-404-040-0000,12753,S,CARONDOLET,AVE,4943,10,SOUTH DEERING,RS-2,126th/Torrence,"12753 S CARONDOLET AVE
CHICAGO, IL
(41.66343439800045, -87.54950232999965)"
26-30-401-037-0000,12617,S,HOUSTON,AVE,38800,10,SOUTH DEERING,RS-2,126th/Torrence,"12617 S HOUSTON AVE
CHICAGO, IL
(41.6607825800005, -87.54831023299965)"
26-30-404-017-0000,12729,S,CARONDOLET,AVE,3088,10,SOUTH DEERING,RS-2,126th/Torrence,"12729 S CARONDOLET AVE
CHICAGO, IL
(41.663781308000466, -87.54950368199968)"
26-30-401-032-0000,12650,S,BALTIMORE,AVE,2755,10,SOUTH DEERING,RS-2,126th/Torrence,"12650 S BALTIMORE AVE
CHICAGO, IL
(41.733379184000455, -87.54856622199969)"
26-30-405-040-0000,12713,S,CARONDOLET,AVE,53635,10,SOUTH DEERING,RS-2,126th/Torrence,"12713 S CARONDOLET AVE
CHICAGO, IL
(41.664285547000475, -87.54950802299965)"
26-30-404-030-0000,12713,S,CARONDOLET,AVE,4196,10,SOUTH DEERING,RS-2,126th/Torrence,"12713 S CARONDOLET AVE
CHICAGO, IL
(41.664285547000475, -87.54950802299965)"
26-30-406-020-0000,12731,S,CARONDOLET,AVE,20180,10,SOUTH DEERING,RS-2,126th/Torrence,"12731 S CARONDOLET AVE
CHICAGO, IL
(41.663902530000485, -87.54950546099968)"
26-30-406-014-0000,12745,S,CARONDOLET,AVE,5044,10,SOUTH DEERING,RS-2,126th/Torrence,"12745 S CARONDOLET AVE
CHICAGO, IL
(41.663604628000485, -87.54950346799967)"
26-30-401-017-0000,12616,S,BALTIMORE,AVE,4941,10,SOUTH DEERING,RS-2,126th/Torrence,"12616 S BALTIMORE AVE
CHICAGO, IL
(41.733379184000455, -87.54856622199969)"
26-30-401-040-0000,12650,S,BALTIMORE,AVE,19977,10,SOUTH DEERING,RS-2,126th/Torrence,"12650 S BALTIMORE AVE
CHICAGO, IL
(41.733379184000455, -87.54856622199969)"
26-30-401-038-0000,12600,S,BALTIMORE,AVE,19495,10,SOUTH DEERING,RS-2,126th/Torrence,"12600 S BALTIMORE AVE
CHICAGO, IL
(41.733379184000455, -87.54856622199969)"
26-30-401-036-0000,12601,S,HOUSTON,AVE,14564,10,SOUTH DEERING,RS-2,126th/Torrence,"12601 S HOUSTON AVE
CHICAGO, IL
(41.66083416900045, -87.54831023299965)"
26-30-406-018-0000,3101,E,127TH,ST,13876,10,SOUTH DEERING,RS-2,126th/Torrence,"3101 E 127TH ST
CHICAGO, IL
(41.66461032300049, -87.55049251099967)"
26-30-404-004-0000,12701,S,CARONDOLET,AVE,2750,10,SOUTH DEERING,RS-2,126th/Torrence,"12701 S CARONDOLET AVE
CHICAGO, IL
(41.664540891000456, -87.54950973099966)"
26-30-301-060-0000,0,,,,6281,10,HEGEWISCH,RS-2,126th/Torrence,
26-30-409-017-0000,12818,S,BALTIMORE,AVE,4918,10,SOUTH DEERING,RS-2,126th/Torrence,"12818 S BALTIMORE AVE
CHICAGO, IL
(41.733379184000455, -87.54856622199969)"
26-30-408-002-0000,12807,S,CARONDOLET,AVE,4911,10,SOUTH DEERING,RS-2,126th/Torrence,"12807 S CARONDOLET AVE
CHICAGO, IL
(41.66228534700048, -87.54949464299966)"
26-30-406-015-0000,12749,S,CARONDOLET,AVE,5046,10,SOUTH DEERING,RS-2,126th/Torrence,"12749 S CARONDOLET AVE
CHICAGO, IL
(41.663519513000494, -87.54950289899966)"
26-30-406-009-0000,12725,S,CARONDOLET,AVE,5045,10,SOUTH DEERING,RS-2,126th/Torrence,"12725 S CARONDOLET AVE
CHICAGO, IL
(41.66403020200045, -87.54950631499969)"
26-30-400-031-0000,12650,S,HOUSTON,AVE,3450,10,SOUTH DEERING,RS-2,126th/Torrence,"12650 S HOUSTON AVE
CHICAGO, IL
(41.660669156000495, -87.54838245699966)"
26-30-404-041-0000,12757,S,CARONDOLET,AVE,4690,10,SOUTH DEERING,RS-2,126th/Torrence,"12757 S CARONDOLET AVE
CHICAGO, IL
(41.66295051300045, -87.54950368199968)"
26-30-305-039-0000,12600,S,EXCHANGE,AVE,19774,10,SOUTH DEERING,RS-2,126th/Torrence,"12600 S EXCHANGE AVE
CHICAGO, IL
(41.66327422800049, -87.55198276299967)"
26-30-400-032-0000,12650,S,HOUSTON,AVE,2748,10,SOUTH DEERING,RS-2,126th/Torrence,"12650 S HOUSTON AVE
CHICAGO, IL
(41.660669156000495, -87.54838245699966)"
26-30-404-016-0000,12727,S,CARONDOLET,AVE,3088,10,SOUTH DEERING,RS-2,126th/Torrence,"12727 S CARONDOLET AVE
CHICAGO, IL
(41.66385044500049, -87.54950368199968)"
26-30-404-021-0000,12737,S,CARONDOLET,AVE,3089,10,SOUTH DEERING,RS-2,126th/Torrence,"12737 S CARONDOLET AVE
CHICAGO, IL
(41.66350130400048, -87.54950368199968)"
26-30-402-014-0000,12651,S,BALTIMORE,AVE,2761,10,SOUTH DEERING,RS-2,126th/Torrence,"12651 S BALTIMORE AVE
CHICAGO, IL
(41.733379184000455, -87.54856622199969)"
26-30-404-028-0000,12755,S,CARONDOLET,AVE,3089,10,SOUTH DEERING,RS-2,126th/Torrence,"12755 S CARONDOLET AVE
CHICAGO, IL
(41.66302080100047, -87.54950368199968)"
26-30-404-029-0000,12757,S,CARONDOLET,AVE,2717,10,SOUTH DEERING,RS-2,126th/Torrence,"12757 S CARONDOLET AVE
CHICAGO, IL
(41.66295051300045, -87.54950368199968)"
26-30-401-039-0000,12620,S,BALTIMORE,AVE,33845,10,SOUTH DEERING,RS-2,126th/Torrence,"12620 S BALTIMORE AVE
CHICAGO, IL
(41.733379184000455, -87.54856622199969)"
26-30-406-019-0000,12715,S,CARONDOLET,AVE,14385,10,SOUTH DEERING,RS-2,126th/Torrence,"12715 S CARONDOLET AVE
CHICAGO, IL
(41.664242990000446, -87.54950773799965)"
26-30-405-009-0000,3055,E,127TH,ST,2755,10,SOUTH DEERING,RS-2,126th/Torrence,"3055 E 127TH ST
CHICAGO, IL
(41.66461166300047, -87.55068425899964)"
26-30-404-020-0000,12735,S,CARONDOLET,AVE,3089,10,SOUTH DEERING,RS-2,126th/Torrence,"12735 S CARONDOLET AVE
CHICAGO, IL
(41.663570440000456, -87.54950368199968)"
26-30-408-001-0000,12801,S,CARONDOLET,AVE,4919,10,SOUTH DEERING,RS-2,126th/Torrence,"12801 S CARONDOLET AVE
CHICAGO, IL
(41.662413019000496, -87.54949549799966)"
26-30-405-038-0000,12701,S,CARONDOLET,AVE,8268,10,SOUTH DEERING,RS-2,126th/Torrence,"12701 S CARONDOLET AVE
CHICAGO, IL
(41.664540891000456, -87.54950973099966)"
26-30-402-019-0000,12651,S,BALTIMORE,AVE,8340,10,SOUTH DEERING,RS-2,126th/Torrence,"12651 S BALTIMORE AVE
CHICAGO, IL
(41.733379184000455, -87.54856622199969)"
25-29-109-030-0000,12124,S,LOOMIS,ST,3132,34,WEST PULLMAN,RT-4,119th & I-57 Redevelopment,"12124 S LOOMIS ST
CHICAGO, IL
(41.67314935900049, -87.65647691699968)"
25-29-105-009-0000,1405,W,120TH,ST,3140,34,WEST PULLMAN,RS-2,119th & I-57 Redevelopment,"1405 W 120TH ST
CHICAGO, IL
(41.67574382400045, -87.65671664399969)"
25-19-414-035-0000,11848,S,WATKINS,,3174,34,MORGAN PARK,RS-2,119th & I-57 Redevelopment,"11848 S WATKINS
CHICAGO, IL
(41.6784168850005, -87.66998911899964)"
25-29-105-032-0000,12026,S,LOOMIS,,3174,34,WEST PULLMAN,RS-2,119th & I-57 Redevelopment,"12026 S LOOMIS
CHICAGO, IL
(41.67512374500046, -87.65651221599967)"
25-19-410-039-0000,11747,S,VINCENNES,AVE,3125,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"11747 S VINCENNES AVE
CHICAGO, IL
(41.6807204160005, -87.66995910399964)"
25-17-326-009-0000,1527,W,110TH,ST,3851,34,MORGAN PARK,RS-3,119th & I-57 Redevelopment,"1527 W 110TH ST
CHICAGO, IL
(41.693892736000464, -87.66089937399965)"
25-19-406-017-0000,11616,S,WATKINS,AVE,3125,34,MORGAN PARK,RS-2,119th & I-57 Redevelopment,"11616 S WATKINS AVE
CHICAGO, IL
(41.68272362400046, -87.66753997799964)"
25-29-105-049-0000,1419,W,120TH,ST,5905,34,WEST PULLMAN,RS-2,119th & I-57 Redevelopment,"1419 W 120TH ST
CHICAGO, IL
(41.67574074100048, -87.6571266529997)"
25-29-105-010-0000,12014,S,LOOMIS,ST,4191,34,WEST PULLMAN,RS-2,119th & I-57 Redevelopment,"12014 S LOOMIS ST
CHICAGO, IL
(41.675330628000495, -87.65651724699967)"
25-19-414-020-0000,11804,S,WATKINS,AVE,6247,34,MORGAN PARK,RS-2,119th & I-57 Redevelopment,"11804 S WATKINS AVE
CHICAGO, IL
(41.67924723400046, -87.66952996499964)"
25-17-309-013-0000,10840,S,BISHOP,ST,4477,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"10840 S BISHOP ST
CHICAGO, IL
(41.69719057800046, -87.65675891599966)"
25-19-204-007-0000,11119,S,ASHLAND,AVE,5500,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"11119 S ASHLAND AVE
CHICAGO, IL
(41.6916020000005, -87.66206317999968)"
25-19-206-004-0000,1605,W,PRYOR,,1233,34,MORGAN PARK,RM-5,119th & I-57 Redevelopment,"1605 W PRYOR
CHICAGO, IL
(41.690527818000476, -87.66215835499969)"
25-17-303-025-0000,10730,S,LOOMIS,ST,4791,34,MORGAN PARK,RS-3,119th & I-57 Redevelopment,"10730 S LOOMIS ST
CHICAGO, IL
(41.69849034100048, -87.65712680399969)"
25-20-102-010-0000,1413,W,111TH,ST,3122,34,MORGAN PARK,B3-1,119th & I-57 Redevelopment,"1413 W 111TH ST
CHICAGO, IL
(41.69214645900047, -87.65747849599967)"
25-19-206-008-0000,1636,W,MONTEREY,AVE,3764,34,MORGAN PARK,,119th & I-57 Redevelopment,"1636 W MONTEREY AVE
CHICAGO, IL
(41.68961929900047, -87.66313165199966)"
25-19-206-017-0000,1601,W,PRYOR,AVE,2342,34,MORGAN PARK,RM-5,119th & I-57 Redevelopment,"1601 W PRYOR AVE
CHICAGO, IL
(41.69048428600047, -87.66205050399964)"
25-19-413-005-0000,11820,S,VINCENNES,AVE,3415,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"11820 S VINCENNES AVE
CHICAGO, IL
(41.67913661600045, -87.67092998799967)"
25-19-227-025-0000,11452,S,DAVOL,ST,5311,34,MORGAN PARK,RS-2,119th & I-57 Redevelopment,"11452 S DAVOL ST
CHICAGO, IL
(41.685321769000495, -87.66451778699968)"
25-29-106-023-0000,12155,S,ASHLAND,AVE,3138,34,WEST PULLMAN,RS-2,119th & I-57 Redevelopment,"12155 S ASHLAND AVE
CHICAGO, IL
(41.67225173200046, -87.66119435899964)"
25-18-416-006-0000,11028,S,ASHLAND,AVE,1788,34,MORGAN PARK,RS-3,119th & I-57 Redevelopment,"11028 S ASHLAND AVE
CHICAGO, IL
(41.69296189300047, -87.66185596899965)"
25-19-406-016-0000,11612,S,WATKINS,AVE,6250,34,MORGAN PARK,RS-2,119th & I-57 Redevelopment,"11612 S WATKINS AVE
CHICAGO, IL
(41.6827922220005, -87.66750164899969)"
25-18-416-001-0000,11002,S,ASHLAND,AVE,1370,34,MORGAN PARK,RS-3,119th & I-57 Redevelopment,"11002 S ASHLAND AVE
CHICAGO, IL
(41.69374309200049, -87.66187850399967)"
25-17-331-025-0000,1454,W,111TH,ST,3132,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"1454 W 111TH ST
CHICAGO, IL
(41.692178141000454, -87.6591110339997)"
25-17-309-012-0000,10826,S,BISHOP,ST,10960,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"10826 S BISHOP ST
CHICAGO, IL
(41.69739780800046, -87.65640016299966)"
25-18-416-002-0000,11008,S,ASHLAND,AVE,2647,34,MORGAN PARK,RS-3,119th & I-57 Redevelopment,"11008 S ASHLAND AVE
CHICAGO, IL
(41.69356281500046, -87.66187330299965)"
25-19-218-001-0000,11301,S,VINCENNES,AVE,4557,34,MORGAN PARK,RS-2,119th & I-57 Redevelopment,"11301 S VINCENNES AVE
CHICAGO, IL
(41.68828696100047, -87.66564225199966)"
25-29-105-007-0000,1409,W,120TH,ST,3138,34,WEST PULLMAN,RS-2,119th & I-57 Redevelopment,"1409 W 120TH ST
CHICAGO, IL
"
25-19-414-034-0000,11846,S,WATKINS,AVE,3070,34,MORGAN PARK,RS-2,119th & I-57 Redevelopment,"11846 S WATKINS AVE
CHICAGO, IL
(41.678136435000454, -87.67014989299969)"
25-17-303-006-0000,10708,S,LOOMIS,ST,4998,34,MORGAN PARK,,119th & I-57 Redevelopment,"10708 S LOOMIS ST
CHICAGO, IL
(41.699181241000474, -87.65714316299966)"
25-19-204-006-0000,11115,S,ASHLAND,AVE,2540,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"11115 S ASHLAND AVE
CHICAGO, IL
(41.69169015800048, -87.66199741299965)"
25-17-303-021-0000,10742,S,LOOMIS,ST,4987,34,MORGAN PARK,RS-3,119th & I-57 Redevelopment,"10742 S LOOMIS ST
CHICAGO, IL
(41.698378136000485, -87.65712229199966)"
25-19-219-015-0000,1731,W,STEUBEN,ST,4729,34,MORGAN PARK,RS-2,119th & I-57 Redevelopment,"1731 W STEUBEN ST
CHICAGO, IL
(41.68701451800047, -87.66453047199968)"
25-17-310-005-0000,10817,S,BISHOP,,4958,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"10817 S BISHOP
CHICAGO, IL
(41.69750315100049, -87.65609969199966)"
25-29-104-005-0000,1447,W,120TH,ST,3373,34,WEST PULLMAN,RS-2,119th & I-57 Redevelopment,"1447 W 120TH ST
CHICAGO, IL
(41.67572355600049, -87.65832056799968)"
25-17-302-009-0000,10757,S,GLENROY,AVE,4241,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"10757 S GLENROY AVE
CHICAGO, IL
(41.69842492100048, -87.65796215999967)"
25-17-322-029-0000,1534,W,110TH,ST,2402,34,MORGAN PARK,RS-3,119th & I-57 Redevelopment,"1534 W 110TH ST
CHICAGO, IL
(41.693937675000484, -87.66116094299969)"
25-19-203-014-0000,1601,W,111TH,ST,5218,34,MORGAN PARK,B3-1,119th & I-57 Redevelopment,"1601 W 111TH ST
CHICAGO, IL
(41.69211304300046, -87.66185643299968)"
25-19-212-035-0000,1648,W,WASECA,PL,3140,34,MORGAN PARK,RS-2,119th & I-57 Redevelopment,"1648 W WASECA PL
CHICAGO, IL
(41.688767387000496, -87.66363258699965)"
25-19-406-015-0000,11608,S,WATKINS,AVE,6250,34,MORGAN PARK,RS-2,119th & I-57 Redevelopment,"11608 S WATKINS AVE
CHICAGO, IL
(41.682860820000485, -87.66746331899964)"
25-19-413-006-0000,11820,S,VINCENNES,AVE,2728,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"11820 S VINCENNES AVE
CHICAGO, IL
(41.67913661600045, -87.67092998799967)"
25-18-416-003-0000,11011,S,VINCENNES,AVE,4039,34,MORGAN PARK,RS-3,119th & I-57 Redevelopment,"11011 S VINCENNES AVE
CHICAGO, IL
(41.69376406700047, -87.66213779499964)"
25-19-413-007-0000,11822,S,VINCENNES,AVE,5356,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"11822 S VINCENNES AVE
CHICAGO, IL
(41.67907669700048, -87.67097031799966)"
25-17-303-008-0000,10717,S,GLENROY,AVE,4999,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"10717 S GLENROY AVE
CHICAGO, IL
(41.69889248700048, -87.65798410099967)"
25-19-413-003-0000,11816,S,VINCENNES,AV,3186,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"11816 S VINCENNES AV
CHICAGO, IL
(41.67922764600047, -87.67087928799964)"
25-29-105-033-0000,120226,S,LOOMIS,,4758,34,WEST PULLMAN,RS-2,119th & I-57 Redevelopment,"120226 S LOOMIS
CHICAGO, IL
(41.873516905000486, -87.66176699599964)"
25-17-331-026-0000,1454,W,111TH,ST,3132,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"1454 W 111TH ST
CHICAGO, IL
(41.692178141000454, -87.6591110339997)"
25-19-413-004-0000,11818,S,VINCENNES,AVE,3161,34,MORGAN PARK,RT-4,119th & I-57 Redevelopment,"11818 S VINCENNES AVE
CHICAGO, IL
(41.679209839000464, -87.67089104199965)"
